Ref_Key,Number,Date,Posted,Контрагент_Key,ДоговорКонтрагента_Key,СуммаДокумента,ВалютаДокумента_Key,Организация_Key
774fbeec-74d7-11ef-93a4-c2391847283c,00000000011,2024-09-17T14:30:23,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
d81042bc-74e4-11ef-93a4-c2391847283c,00000000012,2024-09-17T16:06:09,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,10000,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
aae59192-80b1-11ef-8975-c2391847283c,00000000019,2024-09-20T00:00:00,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,113962.5,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
3f5ed27a-7bfd-11ef-93d5-c2391847283c,00000000013,2024-09-27T00:00:00,true,0bd7f416-37ad-11ef-82e3-c2391847283c,0be87b38-37ad-11ef-82e3-c2391847283c,820320,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
ac2d03e0-7ef5-11ef-9ba1-c2391847283c,00000000014,2024-09-30T11:31:49,true,0bd7f416-37ad-11ef-82e3-c2391847283c,0be87b38-37ad-11ef-82e3-c2391847283c,21944,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
de2e9bce-7eff-11ef-9ba1-c2391847283c,00000000015,2024-09-30T12:44:48,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
f2b6fbb8-7eff-11ef-9ba1-c2391847283c,00000000016,2024-09-30T12:45:22,false,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
07a7f89c-7f00-11ef-9ba1-c2391847283c,00000000017,2024-09-30T12:45:57,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,25880,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
b3134e60-7ff1-11ef-850a-c2391847283c,00000000018,2024-09-30T13:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,13570,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
d1786ee2-80b1-11ef-8975-c2391847283c,00000000020,2024-09-30T13:02:00,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,137182.5,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
895d13ca-903c-11ef-86a4-c2391847283c,00000000023,2024-10-10T00:00:00,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,115479,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
51a9001a-8baf-11ef-95aa-c2391847283c,00000000021,2024-10-15T00:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,118230,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
55a74f90-903d-11ef-86a4-c2391847283c,00000000024,2024-10-17T00:00:00,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,15421,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
10c410d8-8d32-11ef-961c-c2391847283c,00000000022,2024-10-18T14:19:24,true,99dde568-8b9a-11ef-95aa-c2391847283c,99eccd30-8b9a-11ef-95aa-c2391847283c,31071983.98,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
80946436-91ff-11ef-9531-c2391847283c,00000000026,2024-10-20T00:00:00,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,30165.04,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
2bc3f0ce-c0fe-11ef-957d-c2391847283c,00000000064,2024-10-21T12:00:01,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,13547.84,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
6edf6100-9100-11ef-92ac-c2391847283c,00000000025,2024-10-23T10:34:11,true,99dde568-8b9a-11ef-95aa-c2391847283c,99eccd30-8b9a-11ef-95aa-c2391847283c,11479857.8,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
a6117596-9754-11ef-9ee0-c2391847283c,00000000027,2024-10-29T12:00:00,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,36814.44,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
f499920e-9757-11ef-9ee0-c2391847283c,00000000028,2024-10-29T12:00:01,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,76840,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
b02a84e8-9c34-11ef-9bef-c2391847283c,00000000032,2024-10-29T12:00:02,false,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,9467.72,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
189f94fa-9c35-11ef-9bef-c2391847283c,00000000033,2024-10-30T12:00:00,false,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,19124.04,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
be72e91e-9833-11ef-967b-c2391847283c,00000000029,2024-10-31T00:00:00,true,6a2d55d4-ac8c-11ef-830a-c2391847283c,6a33d17a-ac8c-11ef-830a-c2391847283c,189174.5,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
8ed55eca-9c35-11ef-9bef-c2391847283c,00000000034,2024-10-31T23:59:59,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,45846.93,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
42350874-9c06-11ef-9718-c2391847283c,00000000030,2024-11-04T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
844d7170-c0fe-11ef-957d-c2391847283c,00000000065,2024-11-04T12:00:15,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,89738.68,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
a9109428-9c06-11ef-9718-c2391847283c,00000000031,2024-11-05T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,84230,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
d3174578-a0f7-11ef-8018-c2391847283c,00000000035,2024-11-11T14:06:21,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
c3eae7f4-c0fe-11ef-957d-c2391847283c,00000000066,2024-11-11T14:06:24,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,91237.11,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
156f5acc-a257-11ef-9711-c2391847283c,00000000036,2024-11-14T12:07:17,true,54fbdcb4-a271-11ef-8f62-c2391847283c,550432ec-a271-11ef-8f62-c2391847283c,301517,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
4ba0725c-a257-11ef-9711-c2391847283c,00000000037,2024-11-14T12:08:48,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
a43e04e6-a587-11ef-9341-c2391847283c,00000000038,2024-11-15T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,56700,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
69838d4a-a58b-11ef-9341-c2391847283c,00000000039,2024-11-16T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
c8f0f25e-a58b-11ef-9341-c2391847283c,00000000040,2024-11-17T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,135100,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
f79cc810-c0fe-11ef-957d-c2391847283c,00000000067,2024-11-18T14:02:19,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,48678.69,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
11b91652-a644-11ef-9c6b-c2391847283c,00000000041,2024-11-19T12:01:15,true,99dde568-8b9a-11ef-95aa-c2391847283c,99eccd30-8b9a-11ef-95aa-c2391847283c,129411,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
00dcc61a-a731-11ef-8070-c2391847283c,00000000042,2024-11-20T16:17:17,true,ba0d19e6-a72c-11ef-8070-c2391847283c,ba1e31a4-a72c-11ef-8070-c2391847283c,487085,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
925be0f4-a7d0-11ef-822d-c2391847283c,00000000043,2024-11-21T11:19:32,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,319370,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
e0f56562-aaed-11ef-8df3-c2391847283c,00000000044,2024-11-22T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
ee2073da-aaed-11ef-9d4c-c2391847283c,00000000045,2024-11-23T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
deefbd2a-aaee-11ef-8df3-c2391847283c,00000000046,2024-11-24T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28320,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
e91880fc-aaee-11ef-9d4c-c2391847283c,00000000047,2024-11-25T10:34:16,true,ba0d19e6-a72c-11ef-8070-c2391847283c,ba1e31a4-a72c-11ef-8070-c2391847283c,148728,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
e37b62fa-abec-11ef-9674-c2391847283c,00000000048,2024-11-26T16:52:18,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,98457.86,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
f8e21786-b071-11ef-8181-c2391847283c,00000000050,2024-11-27T00:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,22410,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
f1d1d644-abed-11ef-9674-c2391847283c,00000000049,2024-11-29T00:00:00,true,6a2d55d4-ac8c-11ef-830a-c2391847283c,6a33d17a-ac8c-11ef-830a-c2391847283c,1135232.5,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
0b39d958-b074-11ef-8181-c2391847283c,00000000051,2024-11-30T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,56700,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
2c9933ea-b07f-11ef-8181-c2391847283c,00000000052,2024-12-02T12:29:32,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
4aff8574-b204-11ef-853e-c2391847283c,00000000055,2024-12-03T00:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,75620,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
0da1cdb8-b164-11ef-87a1-c2391847283c,00000000053,2024-12-03T15:47:55,false,99dde568-8b9a-11ef-95aa-c2391847283c,99eccd30-8b9a-11ef-95aa-c2391847283c,404800,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
824b78a8-b164-11ef-87a1-c2391847283c,00000000054,2024-12-03T15:51:11,true,1c3c9dae-ad49-11ef-870f-c2391847283c,1c45b934-ad49-11ef-870f-c2391847283c,890307,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
af01dc48-b231-11ef-853e-c2391847283c,00000000057,2024-12-03T15:51:12,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,54230,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
c2bf3ece-b204-11ef-853e-c2391847283c,00000000056,2024-12-04T10:58:18,true,f3ecf356-a0f7-11ef-8018-c2391847283c,f3f8f6ce-a0f7-11ef-8018-c2391847283c,279233,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
20fccb8e-b794-11ef-8b5f-c2391847283c,00000000058,2024-12-09T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,11790,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
b5e7ecf4-c100-11ef-957d-c2391847283c,00000000068,2024-12-09T12:00:03,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,77329.2,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
0ca07492-bc44-11ef-8c25-c2391847283c,00000000059,2024-12-13T12:36:38,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,70930,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
7e3d4528-c449-11ef-91f7-c2391847283c,00000000074,2024-12-18T00:00:00,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,103516,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
9e553c9a-bd04-11ef-9ece-c2391847283c,00000000060,2024-12-18T10:55:00,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,43137,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
4f7faf42-bd0e-11ef-95cf-c2391847283c,00000000061,2024-12-18T12:04:23,true,f3ecf356-a0f7-11ef-8018-c2391847283c,f3f8f6ce-a0f7-11ef-8018-c2391847283c,148728,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
bc07a624-be99-11ef-920d-c2391847283c,00000000062,2024-12-18T12:04:24,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
49307642-c0fd-11ef-957d-c2391847283c,00000000063,2024-12-18T12:04:25,true,6a2d55d4-ac8c-11ef-830a-c2391847283c,6a33d17a-ac8c-11ef-830a-c2391847283c,24180,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
c3b0fd2c-c12c-11ef-957d-c2391847283c,00000000069,2024-12-20T17:45:21,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,28350,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
0a887fc2-c12d-11ef-957d-c2391847283c,00000000070,2024-12-21T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,66600,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
d7b384f4-df02-11ef-82b2-c2391847283c,00000000078,2024-12-23T17:54:44,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,364026.86,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
683839fc-c1df-11ef-8184-c2391847283c,00000000071,2024-12-24T15:11:13,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,43137,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
0b47ea6a-c28b-11ef-96e8-c2391847283c,00000000072,2024-12-25T11:39:51,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,400567,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
f99af4b4-c448-11ef-91f7-c2391847283c,00000000073,2024-12-25T16:01:49,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,9900,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
a8527860-c449-11ef-91f7-c2391847283c,00000000075,2024-12-27T16:56:50,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,194169,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
88336ff0-df04-11ef-82b2-c2391847283c,00000000079,2024-12-30T00:00:00,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,235613.73,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
032e13f8-cb5b-11ef-951d-c2391847283c,00000000080,2024-12-31T00:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,69900,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
97cd0688-cb59-11ef-9c91-c2391847283c,00000000076,2024-12-31T12:00:01,true,6a2d55d4-ac8c-11ef-830a-c2391847283c,6a33d17a-ac8c-11ef-830a-c2391847283c,205225.17,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
da233f3e-cc17-11ef-954e-c2391847283c,00000000077,2024-12-31T12:00:02,true,0cb5a502-91ff-11ef-9531-c2391847283c,0cbaaf52-91ff-11ef-9531-c2391847283c,354797.2,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
438d2790-df06-11ef-82b2-c2391847283c,00000000015,2025-01-06T12:00:00,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,168094.32,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
4282af64-cc19-11ef-954e-c2391847283c,00000000002,2025-01-06T15:30:33,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,10620,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
a23351bc-d177-11ef-9cea-c2391847283c,00000000003,2025-01-07T14:32:32,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,41360,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
ba485f22-d177-11ef-9cea-c2391847283c,00000000004,2025-01-09T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,19920,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
4b45b056-d178-11ef-9cea-c2391847283c,00000000005,2025-01-13T11:33:25,true,f3ecf356-a0f7-11ef-8018-c2391847283c,f3f8f6ce-a0f7-11ef-8018-c2391847283c,599348,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
62310e3a-d198-11ef-9cea-c2391847283c,00000000006,2025-01-13T15:23:08,true,f3ecf356-a0f7-11ef-8018-c2391847283c,f3f8f6ce-a0f7-11ef-8018-c2391847283c,81673,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
bda1372e-df06-11ef-82b2-c2391847283c,00000000016,2025-01-13T18:11:14,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,233870.72,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
a5228b78-d324-11ef-8a91-c2391847283c,00000000007,2025-01-15T14:39:41,true,99dde568-8b9a-11ef-95aa-c2391847283c,99eccd30-8b9a-11ef-95aa-c2391847283c,1652183,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
4214abde-d6f7-11ef-8222-c2391847283c,00000000008,2025-01-20T11:24:52,true,653e1f80-e9b0-11ee-85e6-c2391847283c,65466eec-e9b0-11ee-85e6-c2391847283c,746061,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
b899ffc2-e217-11ef-95ab-c2391847283c,00000000018,2025-01-20T15:26:25,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,69567.37,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
2dccedae-dd45-11ef-82d4-c2391847283c,00000000011,2025-01-27T12:00:00,true,8a548684-68f3-11ef-9788-c2391847283c,8a5ec176-68f3-11ef-9788-c2391847283c,32490,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
dde71bc0-e7ad-11ef-9eea-c2391847283c,00000000022,2025-01-27T12:00:01,true,d18c5ed8-23bf-11ef-9c49-c2391847283c,d1a774f2-23bf-11ef-9c49-c2391847283c,120023.49,5f1811eb-8b20-11ec-80df-ffdb01addc0c,f93c1694-df90-11ee-9c40-c2391847283c
